name,branch,region,district,phone,email
NGARE MJI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
NGARONY PRIMARY SCHOOL,,Kilimanjaro,Siha,,
NRAO MAARABO PRIMARY SCHOOL,,Kilimanjaro,Siha,,
OLMOLOG VETY PRIMARY SCHOOL,,Kilimanjaro,Siha,,
ROSSANA PRIMARY SCHOOL,,Kilimanjaro,Siha,,
SANYA HOYEE PRIMARY SCHOOL,,Kilimanjaro,Siha,,
SIHA PRIMARY SCHOOL,,Kilimanjaro,Siha,,
TINDIGANI NAIBILI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
WIRI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
ARISE COMMUNITY PRIMARY SCHOOL,,Kilimanjaro,Siha,,
KANDASHI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
KILARI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
KISHISHA PRIMARY SCHOOL,,Kilimanjaro,Siha,,
KYENGIA PRIMARY SCHOOL,,Kilimanjaro,Siha,,
LEMOSHO PRIMARY SCHOOL,,Kilimanjaro,Siha,,
MAE JUU PRIMARY SCHOOL,,Kilimanjaro,Siha,,
MAKIWARU PRIMARY SCHOOL,,Kilimanjaro,Siha,,
MESE PRIMARY SCHOOL,,Kilimanjaro,Siha,,
MUNGE PRIMARY SCHOOL,,Kilimanjaro,Siha,,
NAMWAI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
NEW BEGINNING PRIMARY SCHOOL,,Kilimanjaro,Siha,,
NGARITATI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
NKYEKU PRIMARY SCHOOL,,Kilimanjaro,Siha,,
OLKOLILI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
ROSELINE PRIMARY SCHOOL,,Kilimanjaro,Siha,,
SAMAKI PRIMARY SCHOOL,,Kilimanjaro,Siha,,
SIHA LEADERSHIP PRIMARY SCHOOL,,Kilimanjaro,Siha,,
SUUMU PRIMARY SCHOOL,,Kilimanjaro,Siha,,
ABZOMA PRIMARY SCHOOL,,Manyara,Babati,,
AYAMANGO PRIMARY SCHOOL,,Manyara,Babati,,
AYATSEA PRIMARY SCHOOL,,Manyara,Babati,,
BERMI PRIMARY SCHOOL,,Manyara,Babati,,
BUBU PRIMARY SCHOOL,,Manyara,Babati,,
DABIL PRIMARY SCHOOL,,Manyara,Babati,,
DARWEDICK PRIMARY SCHOOL,,Manyara,Babati,,
DOHOM PRIMARY SCHOOL,,Manyara,Babati,,
DUDUMERA PRIMARY SCHOOL,,Manyara,Babati,,
ENDABERG PRIMARY SCHOOL,,Manyara,Babati,,
ENDADOSH PRIMARY SCHOOL,,Manyara,Babati,,
ENDAKISO PRIMARY SCHOOL,,Manyara,Babati,,
ENDANACHAN PRIMARY SCHOOL,,Manyara,Babati,,
ENDAW PRIMARY SCHOOL,,Manyara,Babati,,
GAJAL PRIMARY SCHOOL,,Manyara,Babati,,
GAWAL PRIMARY SCHOOL,,Manyara,Babati,,
GETABUSKE PRIMARY SCHOOL,,Manyara,Babati,,
GIDABAGHAR SCHOOL PRIMARY SCHOOL,,Manyara,Babati,,
GIDNG'ATA PRIMARY SCHOOL,,Manyara,Babati,,
GLORY JUNIOR PRIMARY SCHOOL,,Manyara,Babati,,
HALLU PRIMARY SCHOOL,,Manyara,Babati,,
HAYTEMBA PRIMARY SCHOOL,,Manyara,Babati,,
HOSHAN PRIMARY SCHOOL,,Manyara,Babati,,
KAKOI PRIMARY SCHOOL,,Manyara,Babati,,
KIRUDICK PRIMARY SCHOOL,,Manyara,Babati,,
KISANGAJI PRIMARY SCHOOL,,Manyara,Babati,,
KWANKWARI PRIMARY SCHOOL,,Manyara,Babati,,
LAKITA MPC PRIMARY SCHOOL,,Manyara,Babati,,
LUXMANDA PRIMARY SCHOOL,,Manyara,Babati,,
MAGARA PRIMARY SCHOOL,,Manyara,Babati,,
MAHOLEY PRIMARY SCHOOL,,Manyara,Babati,,
MAMIRE PRIMARY SCHOOL,,Manyara,Babati,,
MATUFA PRIMARY SCHOOL,,Manyara,Babati,,
MBUGWE PRIMARY SCHOOL,,Manyara,Babati,,
MERR PRIMARY SCHOOL,,Manyara,Babati,,
MINJINGU PRIMARY SCHOOL,,Manyara,Babati,,
MORONGI PRIMARY SCHOOL,,Manyara,Babati,,
MWIKANTSI PRIMARY SCHOOL,,Manyara,Babati,,
NGOLLEY PRIMARY SCHOOL,,Manyara,Babati,,
PATRICIA ELIZABETH PRIMARY SCHOOL,,Manyara,Babati,,
QAMDAY PRIMARY SCHOOL,,Manyara,Babati,,
QAYMANDA PRIMARY SCHOOL,,Manyara,Babati,,
SABILO PRIMARY SCHOOL,,Manyara,Babati,,
SANGARA PRIMARY SCHOOL,,Manyara,Babati,,
SECHEK PRIMARY SCHOOL,,Manyara,Babati,,
ST. JASINTA PRIMARY SCHOOL,,Manyara,Babati,,
UFANA PRIMARY SCHOOL,,Manyara,Babati,,
VILIMAVITATU PRIMARY SCHOOL,,Manyara,Babati,,
ARRI PRIMARY SCHOOL,,Manyara,Babati,,
AYAQANJA PRIMARY SCHOOL,,Manyara,Babati,,
BACHO PRIMARY SCHOOL,,Manyara,Babati,,
BIRSIMA PRIMARY SCHOOL,,Manyara,Babati,,
BULKERI PRIMARY SCHOOL,,Manyara,Babati,,
DAREDA KATI PRIMARY SCHOOL,,Manyara,Babati,,
DIFFIR PRIMARY SCHOOL,,Manyara,Babati,,
DONYA PRIMARY SCHOOL,,Manyara,Babati,,
DURU PRIMARY SCHOOL,,Manyara,Babati,,
ENDABOK PRIMARY SCHOOL,,Manyara,Babati,,
ENDAGILE PRIMARY SCHOOL,,Manyara,Babati,,
ENDANOGA PRIMARY SCHOOL,,Manyara,Babati,,
ERRI PRIMARY SCHOOL,,Manyara,Babati,,
GALLAPO FOUNDATION PRIMARY SCHOOL,,Manyara,Babati,,
GEDAMAR PRIMARY SCHOOL,,Manyara,Babati,,
GETARA PRIMARY SCHOOL,,Manyara,Babati,,
GIDAS PRIMARY SCHOOL,,Manyara,Babati,,
GIDNG'WAR PRIMARY SCHOOL,,Manyara,Babati,,
GREENLAND PRIMARY SCHOOL,,Manyara,Babati,,
HAYDADONGA PRIMARY SCHOOL,,Manyara,Babati,,
HEWASI PRIMARY SCHOOL,,Manyara,Babati,,
KAMBI PRIMARY SCHOOL,,Manyara,Babati,,
KING'S MODERN PRIMARY SCHOOL,,Manyara,Babati,,
KIRUNDOGO PRIMARY SCHOOL,,Manyara,Babati,,
KISESE PRIMARY SCHOOL,,Manyara,Babati,,
KWARAA PRIMARY SCHOOL,,Manyara,Babati,,
LOMUHONG PRIMARY SCHOOL,,Manyara,Babati,,
MADUNGA PRIMARY SCHOOL,,Manyara,Babati,,
MAGUGU P.A.G PRIMARY SCHOOL,,Manyara,Babati,,
MANDAGEW PRIMARY SCHOOL,,Manyara,Babati,,
MAPEA PRIMARY SCHOOL,,Manyara,Babati,,
MDORI PRIMARY SCHOOL,,Manyara,Babati,,
MIGUNGANI PRIMARY SCHOOL,,Manyara,Babati,,
MIYAQW PRIMARY SCHOOL,,Manyara,Babati,,
MOYA PRIMARY SCHOOL,,Manyara,Babati,,
NAAMO PRIMARY SCHOOL,,Manyara,Babati,,
NG'WANG'WERI PRIMARY SCHOOL,,Manyara,Babati,,
ORBESH PRIMARY SCHOOL,,Manyara,Babati,,
PATRICK WINTERS PRIMARY SCHOOL,,Manyara,Babati,,
QAMEYU PRIMARY SCHOOL,,Manyara,Babati,,
QWAAM PRIMARY SCHOOL,,Manyara,Babati,,
SAMTA PRIMARY SCHOOL,,Manyara,Babati,,
SARAME PRIMARY SCHOOL,,Manyara,Babati,,
SELOTO PRIMARY SCHOOL,,Manyara,Babati,,
TARANGIRE PRIMARY SCHOOL,,Manyara,Babati,,
UFANI PRIMARY SCHOOL,,Manyara,Babati,,
WALLAHU PRIMARY SCHOOL,,Manyara,Babati,,
ARRITSAAYO PRIMARY SCHOOL,,Manyara,Babati,,
AYASANDA PRIMARY SCHOOL,,Manyara,Babati,,
BASHNET PRIMARY SCHOOL,,Manyara,Babati,,
BOAY PRIMARY SCHOOL,,Manyara,Babati,,
CHALLO PRIMARY SCHOOL,,Manyara,Babati,,
DAREDA MISSION PRIMARY SCHOOL,,Manyara,Babati,,
DITSOMA PRIMARY SCHOOL,,Manyara,Babati,,
DUDIYE PRIMARY SCHOOL,,Manyara,Babati,,
ELUWAY PRIMARY SCHOOL,,Manyara,Babati,,
ENDADIMET PRIMARY SCHOOL,,Manyara,Babati,,
ENDAGWE PRIMARY SCHOOL,,Manyara,Babati,,
ENDAMAGHAI PRIMARY SCHOOL,,Manyara,Babati,,
ENDASAGO PRIMARY SCHOOL,,Manyara,Babati,,
GABADAW PRIMARY SCHOOL,,Manyara,Babati,,
GALLAPO PRIMARY SCHOOL,,Manyara,Babati,,
GESBERT PRIMARY SCHOOL,,Manyara,Babati,,
GICHAMEDA PRIMARY SCHOOL,,Manyara,Babati,,
GIDEWARI PRIMARY SCHOOL,,Manyara,Babati,,
GIJEDABUNG PRIMARY SCHOOL,,Manyara,Babati,,
GUSE PRIMARY SCHOOL,,Manyara,Babati,,
HAYSAM PRIMARY SCHOOL,,Manyara,Babati,,
HOLLYLAND PRIMARY SCHOOL,,Manyara,Babati,,
JOSHUA FOUNDATION PRIMARY SCHOOL,,Manyara,Babati,,
KAZAROHO PRIMARY SCHOOL,,Manyara,Babati,,
KIROROMA PRIMARY SCHOOL,,Manyara,Babati,,
KIRUSIX PRIMARY SCHOOL,,Manyara,Babati,,
KOKOMAY PRIMARY SCHOOL,,Manyara,Babati,,
LAGHANADESH PRIMARY SCHOOL,,Manyara,Babati,,
LONG PRIMARY SCHOOL,,Manyara,Babati,,
MAGANJWA PRIMARY SCHOOL,,Manyara,Babati,,
MAGUGU PRIMARY SCHOOL,,Manyara,Babati,,
MALESHI PRIMARY SCHOOL,,Manyara,Babati,,
MANDI PRIMARY SCHOOL,,Manyara,Babati,,
MASWARE PRIMARY SCHOOL,,Manyara,Babati,,
MAYOKA PRIMARY SCHOOL,,Manyara,Babati,,
MEKIROY PRIMARY SCHOOL,,Manyara,Babati,,
MINDEY PRIMARY SCHOOL,,Manyara,Babati,,
MONIKAMU JUNIOR PRIMARY SCHOOL,,Manyara,Babati,,
MUHEDA PRIMARY SCHOOL,,Manyara,Babati,,
NAR PRIMARY SCHOOL,,Manyara,Babati,,
OIM PRIMARY SCHOOL,,Manyara,Babati,,
ORNG'ADIDA PRIMARY SCHOOL,,Manyara,Babati,,
PONGAY PRIMARY SCHOOL,,Manyara,Babati,,
QASH PRIMARY SCHOOL,,Manyara,Babati,,
RIRODA PRIMARY SCHOOL,,Manyara,Babati,,
SANGAIWE PRIMARY SCHOOL,,Manyara,Babati,,
SAYDODA PRIMARY SCHOOL,,Manyara,Babati,,
SHARMO PRIMARY SCHOOL,,Manyara,Babati,,
SORA PRIMARY SCHOOL,,Manyara,Babati,,
TSAMASI PRIMARY SCHOOL,,Manyara,Babati,,
UTWARI PRIMARY SCHOOL,,Manyara,Babati,,
YAROTONIK PRIMARY SCHOOL,,Manyara,Babati,,
ALDERSGATE PRIMARY SCHOOL,,Manyara,Babati Tc,,
BABATI MUSLIM PRIMARY SCHOOL,,Manyara,Babati Tc,,
BONGA PRIMARY SCHOOL,,Manyara,Babati Tc,,
GENDI PRIMARY SCHOOL,,Manyara,Babati Tc,,
HANGONI PRIMARY SCHOOL,,Manyara,Babati Tc,,
HAYATUL ISLAMIYA PRIMARY SCHOOL,,Manyara,Babati Tc,,
KIONGOZI PRIMARY SCHOOL,,Manyara,Babati Tc,,
MAISAKA PRIMARY SCHOOL,,Manyara,Babati Tc,,
MUTUKA PRIMARY SCHOOL,,Manyara,Babati Tc,,
OYSTERBAY PRIMARY SCHOOL,,Manyara,Babati Tc,,
RIFT VALLEY PRIMARY SCHOOL,,Manyara,Babati Tc,,
SIGINO PRIMARY SCHOOL,,Manyara,Babati Tc,,
ST CLARE OF ASSISI PRIMARY SCHOOL,,Manyara,Babati Tc,,
WANGBAY PRIMARY SCHOOL,,Manyara,Babati Tc,,
AMKA AFRIKA PRIMARY SCHOOL,,Manyara,Babati Tc,,
BABATI PRIMARY SCHOOL,,Manyara,Babati Tc,,
DEBORA PRIMARY SCHOOL,,Manyara,Babati Tc,,
HIMITI PRIMARY SCHOOL,,Manyara,Babati Tc,,
KOMOTO PRIMARY SCHOOL,,Manyara,Babati Tc,,
MALANGI PRIMARY SCHOOL,,Manyara,Babati Tc,,
NAKWA PRIMARY SCHOOL,,Manyara,Babati Tc,,
QARES PRIMARY SCHOOL,,Manyara,Babati Tc,,
SAWE PRIMARY SCHOOL,,Manyara,Babati Tc,,
ZIWANI PRIMARY SCHOOL,,Manyara,Babati Tc,,
ANGAZA MANYARA PRIMARY SCHOOL,,Manyara,Babati Tc,,
BAMBAY PRIMARY SCHOOL,,Manyara,Babati Tc,,
DAGHAILOY PRIMARY SCHOOL,,Manyara,Babati Tc,,
DEIRA PRIMARY SCHOOL,,Manyara,Babati Tc,,
HALLA PRIMARY SCHOOL,,Manyara,Babati Tc,,
HARAMBEE PRIMARY SCHOOL,,Manyara,Babati Tc,,
IMBILILI PRIMARY SCHOOL,,Manyara,Babati Tc,,
KWAANG'W PRIMARY SCHOOL,,Manyara,Babati Tc,,
MANAGHA PRIMARY SCHOOL,,Manyara,Babati Tc,,
NANGARA PRIMARY SCHOOL,,Manyara,Babati Tc,,
QUEEN CUTHBERT SENDIGA PRIMARY SCHOOL,,Manyara,Babati Tc,,
SENDO PRIMARY SCHOOL,,Manyara,Babati Tc,,
SINGU PRIMARY SCHOOL,,Manyara,Babati Tc,,
WAANG'WARAY PRIMARY SCHOOL,,Manyara,Babati Tc,,
BALANG'DALALU PRIMARY SCHOOL,,Manyara,Hanang,,
BARJOMOT PRIMARY SCHOOL,,Manyara,Hanang,,
BASSODAMY PRIMARY SCHOOL,,Manyara,Hanang,,
BASSOTUGHANG PRIMARY SCHOOL,,Manyara,Hanang,,
DABASCHAND PRIMARY SCHOOL,,Manyara,Hanang,,
DILODA PRIMARY SCHOOL,,Manyara,Hanang,,
DR. MARY NAGU PRIMARY SCHOOL,,Manyara,Hanang,,
DUMBETA PRIMARY SCHOOL,,Manyara,Hanang,,
ENDASABOGHECHAN PRIMARY SCHOOL,,Manyara,Hanang,,
ESHKESH PRIMARY SCHOOL,,Manyara,Hanang,,
GABESH PRIMARY SCHOOL,,Manyara,Hanang,,
GARBAPI PRIMARY SCHOOL,,Manyara,Hanang,,
GAWIDU PRIMARY SCHOOL,,Manyara,Hanang,,
GETAGHUL PRIMARY SCHOOL,,Manyara,Hanang,,
GETASAM PRIMARY SCHOOL,,Manyara,Hanang,,
GIDABWANJA PRIMARY SCHOOL,,Manyara,Hanang,,
GIDAGONGU PRIMARY SCHOOL,,Manyara,Hanang,,
GIDAMULA PRIMARY SCHOOL,,Manyara,Hanang,,
GIJEGA PRIMARY SCHOOL,,Manyara,Hanang,,
GISAMBALANG PRIMARY SCHOOL,,Manyara,Hanang,,
GITTING PRIMARY SCHOOL,,Manyara,Hanang,,
GUNILA PRIMARY SCHOOL,,Manyara,Hanang,,
HIDET PRIMARY SCHOOL,,Manyara,Hanang,,
JORODOM PRIMARY SCHOOL,,Manyara,Hanang,,
KINYAMBURI PRIMARY SCHOOL,,Manyara,Hanang,,
LAGHANGA PRIMARY SCHOOL,,Manyara,Hanang,,
LAMAY PRIMARY SCHOOL,,Manyara,Hanang,,
MALIWA PRIMARY SCHOOL,,Manyara,Hanang,,
MAREGA PRIMARY SCHOOL,,Manyara,Hanang,,
MEASKRON PRIMARY SCHOOL,,Manyara,Hanang,,
MIRONGORI PRIMARY SCHOOL,,Manyara,Hanang,,
MORIAH PARADISE PRIMARY SCHOOL,,Manyara,Hanang,,
MULBADAW PRIMARY SCHOOL,,Manyara,Hanang,,
NG'ABATI PRIMARY SCHOOL,,Manyara,Hanang,,
NINAWI PRIMARY SCHOOL,,Manyara,Hanang,,
NYOWSECHAND PRIMARY SCHOOL,,Manyara,Hanang,,
QAREDAN PRIMARY SCHOOL,,Manyara,Hanang,,
RAGHONYANDA PRIMARY SCHOOL,,Manyara,Hanang,,
SARJANDA PRIMARY SCHOOL,,Manyara,Hanang,,
SIMBAY PRIMARY SCHOOL,,Manyara,Hanang,,
ST.JOSEPH PRIMARY SCHOOL,,Manyara,Hanang,,
WAAMA PRIMARY SCHOOL,,Manyara,Hanang,,
WARETA PRIMARY SCHOOL,,Manyara,Hanang,,
BAGARA PRIMARY SCHOOL,,Manyara,Hanang,,
BAMA PRIMARY SCHOOL,,Manyara,Hanang,,
BASHANG PRIMARY SCHOOL,,Manyara,Hanang,,
BASSODESH PRIMARY SCHOOL,,Manyara,Hanang,,
BISHOP MAZZOLDI PRIMARY SCHOOL,,Manyara,Hanang,,
DAJAMEDA PRIMARY SCHOOL,,Manyara,Hanang,,
DAWAR PRIMARY SCHOOL,,Manyara,Hanang,,
DIRMA PRIMARY SCHOOL,,Manyara,Hanang,,
DRMARY MICHAEL NAGU PRIMARY SCHOOL,,Manyara,Hanang,,
ENDAGAW PRIMARY SCHOOL,,Manyara,Hanang,,
ENDASAK PRIMARY SCHOOL,,Manyara,Hanang,,
FILUK PRIMARY SCHOOL,,Manyara,Hanang,,
GAGHATA PRIMARY SCHOOL,,Manyara,Hanang,,
GASABOY PRIMARY SCHOOL,,Manyara,Hanang,,
GEHANDU PRIMARY SCHOOL,,Manyara,Hanang,,
GETAK PRIMARY SCHOOL,,Manyara,Hanang,,
GHAIRO PRIMARY SCHOOL,,Manyara,Hanang,,
GIDAGAMOWD PRIMARY SCHOOL,,Manyara,Hanang,,
GIDAHABABIEG PRIMARY SCHOOL,,Manyara,Hanang,,
GIDANGU PRIMARY SCHOOL,,Manyara,Hanang,,
GIJETAMUHOG PRIMARY SCHOOL,,Manyara,Hanang,,
GISAMJANGA PRIMARY SCHOOL,,Manyara,Hanang,,
GOCHO PRIMARY SCHOOL,,Manyara,Hanang,,
GWANAYA PRIMARY SCHOOL,,Manyara,Hanang,,
HIRBADAW PRIMARY SCHOOL,,Manyara,Hanang,,
KATESH 'A' PRIMARY SCHOOL,,Manyara,Hanang,,
KWELI LEARNING CENTRE PRIMARY SCHOOL,,Manyara,Hanang,,
MANANG'RARAY PRIMARY SCHOOL,,Manyara,Hanang,,
MASAKTA PRIMARY SCHOOL,,Manyara,Hanang,,
MATANGARIMO PRIMARY SCHOOL,,Manyara,Hanang,,
MIDLAND PRIMARY SCHOOL,,Manyara,Hanang,,
MT HANANG PRIMARY SCHOOL,,Manyara,Hanang,,
MURERU PRIMARY SCHOOL,,Manyara,Hanang,,
NG'ALDA PRIMARY SCHOOL,,Manyara,Hanang,,
NYANGHURA PRIMARY SCHOOL,,Manyara,Hanang,,
QEDANG'ONYI PRIMARY SCHOOL,,Manyara,Hanang,,
SAGHADERU PRIMARY SCHOOL,,Manyara,Hanang,,
SASUMNG'EGA PRIMARY SCHOOL,,Manyara,Hanang,,
SIROP PRIMARY SCHOOL,,Manyara,Hanang,,
WANDELA PRIMARY SCHOOL,,Manyara,Hanang,,
YEROSIRONG PRIMARY SCHOOL,,Manyara,Hanang,,
BAKCHAN PRIMARY SCHOOL,,Manyara,Hanang,,
BARARI PRIMARY SCHOOL,,Manyara,Hanang,,
BASSODAGAW PRIMARY SCHOOL,,Manyara,Hanang,,
BASSOTU B PRIMARY SCHOOL,,Manyara,Hanang,,
DANG'AIDA PRIMARY SCHOOL,,Manyara,Hanang,,
DILING'ANG PRIMARY SCHOOL,,Manyara,Hanang,,
DIYAGWA PRIMARY SCHOOL,,Manyara,Hanang,,
DUMANANG PRIMARY SCHOOL,,Manyara,Hanang,,
ENDAMUDAYGA PRIMARY SCHOOL,,Manyara,Hanang,,
ENDASIWOLD PRIMARY SCHOOL,,Manyara,Hanang,,
GARAWJA PRIMARY SCHOOL,,Manyara,Hanang,,
GAULAL PRIMARY SCHOOL,,Manyara,Hanang,,
GENDABI PRIMARY SCHOOL,,Manyara,Hanang,,
GETANUWAS PRIMARY SCHOOL,,Manyara,Hanang,,
GICHBORD PRIMARY SCHOOL,,Manyara,Hanang,,
GIDAGHARBU PRIMARY SCHOOL,,Manyara,Hanang,,
GIDAMAMBURA PRIMARY SCHOOL,,Manyara,Hanang,,
GIDIKA PRIMARY SCHOOL,,Manyara,Hanang,,
GINIRISH PRIMARY SCHOOL,,Manyara,Hanang,,
GISYALI PRIMARY SCHOOL,,Manyara,Hanang,,
GORIMBA PRIMARY SCHOOL,,Manyara,Hanang,,
HARGHUSHAY PRIMARY SCHOOL,,Manyara,Hanang,,
ISHPONGA PRIMARY SCHOOL,,Manyara,Hanang,,
KATESH B PRIMARY SCHOOL,,Manyara,Hanang,,
LABAY PRIMARY SCHOOL,,Manyara,Hanang,,
LALAJI PRIMARY SCHOOL,,Manyara,Hanang,,
MARA PRIMARY SCHOOL,,Manyara,Hanang,,
MASQARODA PRIMARY SCHOOL,,Manyara,Hanang,,
MATSAHA PRIMARY SCHOOL,,Manyara,Hanang,,
MING'ENYI PRIMARY SCHOOL,,Manyara,Hanang,,
MOGITU PRIMARY SCHOOL,,Manyara,Hanang,,
MUGHUCHI PRIMARY SCHOOL,,Manyara,Hanang,,
MURUMBA PRIMARY SCHOOL,,Manyara,Hanang,,
NANGWA PRIMARY SCHOOL,,Manyara,Hanang,,
NGORONGORO PRIMARY SCHOOL,,Manyara,Hanang,,
NYAYEMI PRIMARY SCHOOL,,Manyara,Hanang,,
QALOSENDO PRIMARY SCHOOL,,Manyara,Hanang,,
QUEEN SENDIGA PRIMARY SCHOOL,,Manyara,Hanang,,
SAGONG PRIMARY SCHOOL,,Manyara,Hanang,,
SAUTE PRIMARY SCHOOL,,Manyara,Hanang,,
ST. AUGUSTINE PRIMARY SCHOOL,,Manyara,Hanang,,
WARANGA PRIMARY SCHOOL,,Manyara,Hanang,,
ALMAROROI PRIMARY SCHOOL,,Manyara,Kiteto,,
AZIMIO 'A' PRIMARY SCHOOL,,Manyara,Kiteto,,
CHECHENZA PRIMARY SCHOOL,,Manyara,Kiteto,,
DONGO PRIMARY SCHOOL,,Manyara,Kiteto,,
EMURTOTO PRIMARY SCHOOL,,Manyara,Kiteto,,
ENGUSEROENGINE PRIMARY SCHOOL,,Manyara,Kiteto,,
ILERA PRIMARY SCHOOL,,Manyara,Kiteto,,
KAZINGUMU PRIMARY SCHOOL,,Manyara,Kiteto,,
KIMANA PRIMARY SCHOOL,,Manyara,Kiteto,,
KIPERESA PRIMARY SCHOOL,,Manyara,Kiteto,,
KITITENEBO PRIMARY SCHOOL,,Manyara,Kiteto,,
LAALAKIR PRIMARY SCHOOL,,Manyara,Kiteto,,
LENGARE PRIMARY SCHOOL,,Manyara,Kiteto,,
LESOIT PRIMARY SCHOOL,,Manyara,Kiteto,,
LOOLERA PRIMARY SCHOOL,,Manyara,Kiteto,,
MALIMOGO PRIMARY SCHOOL,,Manyara,Kiteto,,
MATUI PRIMARY SCHOOL,,Manyara,Kiteto,,
MBIGIRI PRIMARY SCHOOL,,Manyara,Kiteto,,
MESERA PRIMARY SCHOOL,,Manyara,Kiteto,,
MSENTE PRIMARY SCHOOL,,Manyara,Kiteto,,
MWITIKIRA PRIMARY SCHOOL,,Manyara,Kiteto,,
NAPILUKUNYA PRIMARY SCHOOL,,Manyara,Kiteto,,
NDEDO PRIMARY SCHOOL,,Manyara,Kiteto,,
NDIRIGISHI PRIMARY SCHOOL,,Manyara,Kiteto,,
NHATI PRIMARY SCHOOL,,Manyara,Kiteto,,
OLCHANIODO PRIMARY SCHOOL,,Manyara,Kiteto,,
OLKITIKITI PRIMARY SCHOOL,,Manyara,Kiteto,,
ORKINE PRIMARY SCHOOL,,Manyara,Kiteto,,
PARTIMBO PRIMARY SCHOOL,,Manyara,Kiteto,,
TWANGA PRIMARY SCHOOL,,Manyara,Kiteto,,
UTAWALA PRIMARY SCHOOL,,Manyara,Kiteto,,
ASAMATWA PRIMARY SCHOOL,,Manyara,Kiteto,,
BOMA SIDAN PRIMARY SCHOOL,,Manyara,Kiteto,,
CHAPAKAZI PRIMARY SCHOOL,,Manyara,Kiteto,,
EMARTI PRIMARY SCHOOL,,Manyara,Kiteto,,
ENGUSERO SIDAN PRIMARY SCHOOL,,Manyara,Kiteto,,
ILDOROKONY PRIMARY SCHOOL,,Manyara,Kiteto,,
KAZAMOYO PRIMARY SCHOOL,,Manyara,Kiteto,,
KIJUNGU PRIMARY SCHOOL,,Manyara,Kiteto,,
KINUA PRIMARY SCHOOL,,Manyara,Kiteto,,
KITETO PRIMARY SCHOOL,,Manyara,Kiteto,,
KURASHI PRIMARY SCHOOL,,Manyara,Kiteto,,
LEMBAPULI PRIMARY SCHOOL,,Manyara,Kiteto,,
LERUGU PRIMARY SCHOOL,,Manyara,Kiteto,,
LOLTEPESI PRIMARY SCHOOL,,Manyara,Kiteto,,
MAKAME PRIMARY SCHOOL,,Manyara,Kiteto,,
MATEREKA PRIMARY SCHOOL,,Manyara,Kiteto,,
MBELI PRIMARY SCHOOL,,Manyara,Kiteto,,
MDUNKU PRIMARY SCHOOL,,Manyara,Kiteto,,
MINNAH PRIMARY SCHOOL,,Manyara,Kiteto,,
NAMELOCK PRIMARY SCHOOL,,Manyara,Kiteto,,
NDALETA PRIMARY SCHOOL,,Manyara,Kiteto,,
NDILALI PRIMARY SCHOOL,,Manyara,Kiteto,,
NGABOLO PRIMARY SCHOOL,,Manyara,Kiteto,,
NGUZOSITA PRIMARY SCHOOL,,Manyara,Kiteto,,
OLGIRA PRIMARY SCHOOL,,Manyara,Kiteto,,
OLPOPONG'I PRIMARY SCHOOL,,Manyara,Kiteto,,
OSTETI PRIMARY SCHOOL,,Manyara,Kiteto,,
TAIGO PRIMARY SCHOOL,,Manyara,Kiteto,,
ZAMBIA PRIMARY SCHOOL,,Manyara,Kiteto,,
AMEI PRIMARY SCHOOL,,Manyara,Kiteto,,
CHANG'OMBE PRIMARY SCHOOL,,Manyara,Kiteto,,
CHEKANAO PRIMARY SCHOOL,,Manyara,Kiteto,,
DOSIDOSI PRIMARY SCHOOL,,Manyara,Kiteto,,
ENGUSERO PRIMARY SCHOOL,,Manyara,Kiteto,,
ESUKUTA PRIMARY SCHOOL,,Manyara,Kiteto,,
IRKIUSHIOIBOR PRIMARY SCHOOL,,Manyara,Kiteto,,
KATIKATI PRIMARY SCHOOL,,Manyara,Kiteto,,
KIBAYA PRIMARY SCHOOL,,Manyara,Kiteto,,
KINANGALI PRIMARY SCHOOL,,Manyara,Kiteto,,
KITETO CHRISTIAN CENTRE PRIMARY SCHOOL,,Manyara,Kiteto,,
KRASHI PRIMARY SCHOOL,,Manyara,Kiteto,,
LEGOET PRIMARY SCHOOL,,Manyara,Kiteto,,
LENGATEI PRIMARY SCHOOL,,Manyara,Kiteto,,
LOBOSOIT PRIMARY SCHOOL,,Manyara,Kiteto,,
MAGUNGU PRIMARY SCHOOL,,Manyara,Kiteto,,
MAPINDUZI PRIMARY SCHOOL,,Manyara,Kiteto,,
MBARBAL PRIMARY SCHOOL,,Manyara,Kiteto,,
MBIKASI PRIMARY SCHOOL,,Manyara,Kiteto,,
MGULI PRIMARY SCHOOL,,Manyara,Kiteto,,
NALANG'TOMON PRIMARY SCHOOL,,Manyara,Kiteto,,
NCHINILA PRIMARY SCHOOL,,Manyara,Kiteto,,
NDEPESI PRIMARY SCHOOL,,Manyara,Kiteto,,
NDOTOI PRIMARY SCHOOL,,Manyara,Kiteto,,
NGIPA PRIMARY SCHOOL,,Manyara,Kiteto,,
OLENGASHU PRIMARY SCHOOL,,Manyara,Kiteto,,
