name,branch,region,district,phone,email
IHAHI PRIMARY SCHOOL,,Mbeya,Mbarali,,
IKANUTWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
ILOLO PRIMARY SCHOOL,,Mbeya,Mbarali,,
ISHUNGU PRIMARY SCHOOL,,Mbeya,Mbarali,,
ISUNURA PRIMARY SCHOOL,,Mbeya,Mbarali,,
KANGAGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
KAPALAMBWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
KAPYO PRIMARY SCHOOL,,Mbeya,Mbarali,,
LIMSENI PRIMARY SCHOOL,,Mbeya,Mbarali,,
LUWANGO PRIMARY SCHOOL,,Mbeya,Mbarali,,
MABADAGA 'B' PRIMARY SCHOOL,,Mbeya,Mbarali,,
MADIBIRA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAGIGIWE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAHANGO-MSWISWI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAMBI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAURUS HARTMANN'S PRIMARY SCHOOL,,Mbeya,Mbarali,,
MBALINO PRIMARY SCHOOL,,Mbeya,Mbarali,,
MENGELE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MKANDAMI-'A' PRIMARY SCHOOL,,Mbeya,Mbarali,,
MLEMBULE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MOGELO PRIMARY SCHOOL,,Mbeya,Mbarali,,
MPOLO PRIMARY SCHOOL,,Mbeya,Mbarali,,
MSESULE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MWATENGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
NYAKAZOMBE PRIMARY SCHOOL,,Mbeya,Mbarali,,
RUIWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
SIMIKE PRIMARY SCHOOL,,Mbeya,Mbarali,,
UBARUKU PRIMARY SCHOOL,,Mbeya,Mbarali,,
UHAMILA PRIMARY SCHOOL,,Mbeya,Mbarali,,
UKWAMA PRIMARY SCHOOL,,Mbeya,Mbarali,,
UTENGULE-USANGU PRIMARY SCHOOL,,Mbeya,Mbarali,,
VIKAYE PRIMARY SCHOOL,,Mbeya,Mbarali,,
AZIMIO-MAPULA PRIMARY SCHOOL,,Mbeya,Mbarali,,
CHIMALA MISSION PRIMARY SCHOOL,,Mbeya,Mbarali,,
CHOSI-'B' PRIMARY SCHOOL,,Mbeya,Mbarali,,
IBELEGE PRIMARY SCHOOL,,Mbeya,Mbarali,,
IDUYA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IGAVA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IGURUSI MPYA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IHANGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IKOGA MPYA PRIMARY SCHOOL,,Mbeya,Mbarali,,
ILONGO PRIMARY SCHOOL,,Mbeya,Mbarali,,
ITAMBA PRIMARY SCHOOL,,Mbeya,Mbarali,,
JANGURUTU PRIMARY SCHOOL,,Mbeya,Mbarali,,
KANINJOWO PRIMARY SCHOOL,,Mbeya,Mbarali,,
KAPUNGA 'B' PRIMARY SCHOOL,,Mbeya,Mbarali,,
KELLY'S PRIMARY SCHOOL,,Mbeya,Mbarali,,
LUHANGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
LYAHAMILE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MABADAGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MADUNDASI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAGWALISI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAHANGO-RUIWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAJENJE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MANIENGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MATEBETE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAWINDI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MBARALI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MERERE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MKANDAMI-'B' PRIMARY SCHOOL,,Mbeya,Mbarali,,
MKOMBWE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MLOMBOJI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MSWISWI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MWANAVALA PRIMARY SCHOOL,,Mbeya,Mbarali,,
NSONYANGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
NYAMAKUYU PRIMARY SCHOOL,,Mbeya,Mbarali,,
RUJEWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
SONGWE-IMALILO PRIMARY SCHOOL,,Mbeya,Mbarali,,
UDINDILWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
UHUSIANO PRIMARY SCHOOL,,Mbeya,Mbarali,,
UKWAVILA PRIMARY SCHOOL,,Mbeya,Mbarali,,
UTURO PRIMARY SCHOOL,,Mbeya,Mbarali,,
WARUMBA PRIMARY SCHOOL,,Mbeya,Mbarali,,
AZIMIO-MSWISWI PRIMARY SCHOOL,,Mbeya,Mbarali,,
CHIMALA PRIMARY SCHOOL,,Mbeya,Mbarali,,
GAMALIEL PRIMARY SCHOOL,,Mbeya,Mbarali,,
IBOHORA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IFUSHILO PRIMARY SCHOOL,,Mbeya,Mbarali,,
IGAWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
IGURUSI PRIMARY SCHOOL,,Mbeya,Mbarali,,
IHEHA PRIMARY SCHOOL,,Mbeya,Mbarali,,
ILAMBITALI PRIMARY SCHOOL,,Mbeya,Mbarali,,
IPWANI PRIMARY SCHOOL,,Mbeya,Mbarali,,
ISITU PRIMARY SCHOOL,,Mbeya,Mbarali,,
ITAMBOLEO PRIMARY SCHOOL,,Mbeya,Mbarali,,
KANAMALENGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
KANIOGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
KAPUNGA PRIMARY SCHOOL,,Mbeya,Mbarali,,
LYAMBOGO PRIMARY SCHOOL,,Mbeya,Mbarali,,
MABAMBILA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAHANGO-MADIBIRA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAHONGOLE PRIMARY SCHOOL,,Mbeya,Mbarali,,
MALAMBA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAPOGORO ' B' PRIMARY SCHOOL,,Mbeya,Mbarali,,
MATEMELA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MAYOTA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MIYOMBWENI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MKOJI PRIMARY SCHOOL,,Mbeya,Mbarali,,
MKUNYWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MLUNGU PRIMARY SCHOOL,,Mbeya,Mbarali,,
MSANGAJI MPYA PRIMARY SCHOOL,,Mbeya,Mbarali,,
MWASHIKAMILE PRIMARY SCHOOL,,Mbeya,Mbarali,,
NYAKADETE PRIMARY SCHOOL,,Mbeya,Mbarali,,
NYEREGETE PRIMARY SCHOOL,,Mbeya,Mbarali,,
RWANYO PRIMARY SCHOOL,,Mbeya,Mbarali,,
ST ANN'S PRIMARY SCHOOL,,Mbeya,Mbarali,,
UHAMBULE PRIMARY SCHOOL,,Mbeya,Mbarali,,
UJEWA PRIMARY SCHOOL,,Mbeya,Mbarali,,
URUNDA PRIMARY SCHOOL,,Mbeya,Mbarali,,
UTYEGO PRIMARY SCHOOL,,Mbeya,Mbarali,,
YALA PRIMARY SCHOOL,,Mbeya,Mbarali,,
GALIJEMBE PRIMARY SCHOOL,,Mbeya,Mbeya,,
HATWELO PRIMARY SCHOOL,,Mbeya,Mbeya,,
HORONGO PRIMARY SCHOOL,,Mbeya,Mbeya,,
IDIWILI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IFIGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IGALUKWA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IGOWE PRIMARY SCHOOL,,Mbeya,Mbeya,,
IJOMBE-JUU PRIMARY SCHOOL,,Mbeya,Mbeya,,
IKUYU PRIMARY SCHOOL,,Mbeya,Mbeya,,
ILEMBO-USAFWA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ILOTA PRIMARY SCHOOL,,Mbeya,Mbeya,,
INYALA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISANGATI PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISONGOLE PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISYASYA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITALA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITEGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITIMBA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IWALA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IWANZA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IWOWO PRIMARY SCHOOL,,Mbeya,Mbeya,,
IZUMBWE-I PRIMARY SCHOOL,,Mbeya,Mbeya,,
IZYIRA PRIMARY SCHOOL,,Mbeya,Mbeya,,
KIKONDO PRIMARY SCHOOL,,Mbeya,Mbeya,,
LUPETA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MAADILISHO PRIMARY SCHOOL,,Mbeya,Mbeya,,
MAGANJO PRIMARY SCHOOL,,Mbeya,Mbeya,,
MASHUJAA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MBAWI PRIMARY SCHOOL,,Mbeya,Mbeya,,
MLOWO PRIMARY SCHOOL,,Mbeya,Mbeya,,
MWASELELA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MWELA PRIMARY SCHOOL,,Mbeya,Mbeya,,
NGOLE PRIMARY SCHOOL,,Mbeya,Mbeya,,
NJELENJE-'B' PRIMARY SCHOOL,,Mbeya,Mbeya,,
NSALALA PRIMARY SCHOOL,,Mbeya,Mbeya,,
NYALWELA PRIMARY SCHOOL,,Mbeya,Mbeya,,
PARADISE MISSION PRIMARY SCHOOL,,Mbeya,Mbeya,,
ROHILA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SANTILYA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHAMWENGO PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHIHOLA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHISONTA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHIZUVI PRIMARY SCHOOL,,Mbeya,Mbeya,,
SIMAMBWE PRIMARY SCHOOL,,Mbeya,Mbeya,,
SWAYA PRIMARY SCHOOL,,Mbeya,Mbeya,,
TUYOMBO PRIMARY SCHOOL,,Mbeya,Mbeya,,
UKULILA PRIMARY SCHOOL,,Mbeya,Mbeya,,
USOHA-NJIAPANDA PRIMARY SCHOOL,,Mbeya,Mbeya,,
GOD'S BRIDGE MBALIZI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IDIGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IDUGUMBI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IFUPA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IGOMA-I PRIMARY SCHOOL,,Mbeya,Mbeya,,
IGUNGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IKUKWA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ILANGALE PRIMARY SCHOOL,,Mbeya,Mbeya,,
ILEYA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IRAMBO PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISEBE PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISONSO PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISYONJE PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITALAZYA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITENDE-JUU PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITIMU PRIMARY SCHOOL,,Mbeya,Mbeya,,
IWALANJE PRIMARY SCHOOL,,Mbeya,Mbeya,,
IWIJI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IYAWAYA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IZUMBWE-II PRIMARY SCHOOL,,Mbeya,Mbeya,,
KARUME-CAMP PRIMARY SCHOOL,,Mbeya,Mbeya,,
KIMONDO PRIMARY SCHOOL,,Mbeya,Mbeya,,
MADUGU PRIMARY SCHOOL,,Mbeya,Mbeya,,
MAGEUZI PRIMARY SCHOOL,,Mbeya,Mbeya,,
MAPELELE PRIMARY SCHOOL,,Mbeya,Mbeya,,
MASOKO PRIMARY SCHOOL,,Mbeya,Mbeya,,
MBALIZI-I PRIMARY SCHOOL,,Mbeya,Mbeya,,
MBEYA-PEAK PRIMARY SCHOOL,,Mbeya,Mbeya,,
MPANDE PRIMARY SCHOOL,,Mbeya,Mbeya,,
MUVWA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MWAMENGO PRIMARY SCHOOL,,Mbeya,Mbeya,,
MWASHIWAWALA PRIMARY SCHOOL,,Mbeya,Mbeya,,
NHINDO PRIMARY SCHOOL,,Mbeya,Mbeya,,
NSHEHA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ONICAH PRIMARY SCHOOL,,Mbeya,Mbeya,,
PASHUNGU PRIMARY SCHOOL,,Mbeya,Mbeya,,
RUANDA-II PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHANGO PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHILANGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHISYETE PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHONGO PRIMARY SCHOOL,,Mbeya,Mbeya,,
SONGWE-II PRIMARY SCHOOL,,Mbeya,Mbeya,,
TEMBELA PRIMARY SCHOOL,,Mbeya,Mbeya,,
TWISA PRIMARY SCHOOL,,Mbeya,Mbeya,,
UTENGULE-USONGWE PRIMARY SCHOOL,,Mbeya,Mbeya,,
DIMBWE PRIMARY SCHOOL,,Mbeya,Mbeya,,
HAONDE PRIMARY SCHOOL,,Mbeya,Mbeya,,
IDIMI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IDUNDA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IGALE PRIMARY SCHOOL,,Mbeya,Mbeya,,
IGOMA-II PRIMARY SCHOOL,,Mbeya,Mbeya,,
IHANGO PRIMARY SCHOOL,,Mbeya,Mbeya,,
IKUMBI PRIMARY SCHOOL,,Mbeya,Mbeya,,
ILEMBO PRIMARY SCHOOL,,Mbeya,Mbeya,,
ILINDI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IMEZU PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISANGALA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISENDE PRIMARY SCHOOL,,Mbeya,Mbeya,,
ISUTO PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITAGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITAMBALILA PRIMARY SCHOOL,,Mbeya,Mbeya,,
ITIZI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IWANGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
IWINDI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IYUNGA MAPINDUZI PRIMARY SCHOOL,,Mbeya,Mbeya,,
IZUO PRIMARY SCHOOL,,Mbeya,Mbeya,,
KAWETERE PRIMARY SCHOOL,,Mbeya,Mbeya,,
LUNJI PRIMARY SCHOOL,,Mbeya,Mbeya,,
LWANJILO PRIMARY SCHOOL,,Mbeya,Mbeya,,
MALOWE PRIMARY SCHOOL,,Mbeya,Mbeya,,
MASEWE PRIMARY SCHOOL,,Mbeya,Mbeya,,
MASYETA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MBALIZI-II PRIMARY SCHOOL,,Mbeya,Mbeya,,
MBONILE PRIMARY SCHOOL,,Mbeya,Mbeya,,
MLIMARELI PRIMARY SCHOOL,,Mbeya,Mbeya,,
MSHEWE PRIMARY SCHOOL,,Mbeya,Mbeya,,
MUMBA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MWAKASITA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MWAMPALALA PRIMARY SCHOOL,,Mbeya,Mbeya,,
MWASHOMA PRIMARY SCHOOL,,Mbeya,Mbeya,,
NJELENJE-'A' PRIMARY SCHOOL,,Mbeya,Mbeya,,
NOPPO PRIMARY SCHOOL,,Mbeya,Mbeya,,
NSEGA PRIMARY SCHOOL,,Mbeya,Mbeya,,
NSONGWI-JUU PRIMARY SCHOOL,,Mbeya,Mbeya,,
ONICAH-KING JOSIAH PRIMARY SCHOOL,,Mbeya,Mbeya,,
PIPELINE PRIMARY SCHOOL,,Mbeya,Mbeya,,
SANJE PRIMARY SCHOOL,,Mbeya,Mbeya,,
SAYUMA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHIBOLYA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHINZINGO PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHITETE PRIMARY SCHOOL,,Mbeya,Mbeya,,
SHUWA PRIMARY SCHOOL,,Mbeya,Mbeya,,
SONGWE-MAGEREZA PRIMARY SCHOOL,,Mbeya,Mbeya,,
UJAFU PRIMARY SCHOOL,,Mbeya,Mbeya,,
USOHA-MUUNGANO PRIMARY SCHOOL,,Mbeya,Mbeya,,
WIMBA PRIMARY SCHOOL,,Mbeya,Mbeya,,
AGGREY PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
HALENGO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
HASANGA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IGANJO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IJOMBE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ILEMI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ITAGANO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IVUMWE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IYUNGA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MAANGA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MARY'S PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
META PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MWAHALA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MWASANGA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
NSALAGA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
NYIGAMBA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
RIVER SIDE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
SISIMBA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ST.CLARA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
UMMU SALAMA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
UYOLE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
AIRPORT PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
BENSON MPESYA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
GOMBE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
HALINJI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
HAYANGA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IGANZO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ISAIAH SAMARITAN PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ITEZI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IWAMBI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IZIWA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
JULIUS PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
KALOBE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MBATA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MLOLE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MWAKIBETE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MWASENKWA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
NERO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
NSOHO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
NZOVWE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
RUANDA-NZOVWE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
SINDE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ST MARCUS PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
STMARYS PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
TONYA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
VETA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
AKILISTARS PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
BESTA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
CHIEF ROCKET MWANSHINGA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
GREEN EAGLE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
HANSESHELO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IDUDA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IKUTI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ILOMBA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ITIJI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
IYELA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
JUMA HOMERA PRE AND PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
LYOTO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MABONDE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MAGUFULI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MBEYA ADVENTIST PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MWANYANJE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
MWASOTE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
NONDE PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
NSONGWI PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
PAMBOGO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
SCRIPTURE UNION PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
SINSITILA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
ST. CHARLES BORROMEO PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
UWATA PRIMARY SCHOOL,,Mbeya,Mbeya Cc,,
BUJINGA PRIMARY SCHOOL,,Mbeya,Rungwe,,
BUNYAKASEGE PRIMARY SCHOOL,,Mbeya,Rungwe,,
BUSONA PRIMARY SCHOOL,,Mbeya,Rungwe,,
GOJE PRIMARY SCHOOL,,Mbeya,Rungwe,,
IBAGHA PRIMARY SCHOOL,,Mbeya,Rungwe,,
IBUKA PRIMARY SCHOOL,,Mbeya,Rungwe,,
IGEMBE PRIMARY SCHOOL,,Mbeya,Rungwe,,
ILALABWE PRIMARY SCHOOL,,Mbeya,Rungwe,,
ILOTO PRIMARY SCHOOL,,Mbeya,Rungwe,,
IPONJOLA PRIMARY SCHOOL,,Mbeya,Rungwe,,
ISESELO PRIMARY SCHOOL,,Mbeya,Rungwe,,
ISUGA PRIMARY SCHOOL,,Mbeya,Rungwe,,
ITAGATA PRIMARY SCHOOL,,Mbeya,Rungwe,,
KABEMBE PRIMARY SCHOOL,,Mbeya,Rungwe,,
KAPUGI PRIMARY SCHOOL,,Mbeya,Rungwe,,
KATUMBA-II PRIMARY SCHOOL,,Mbeya,Rungwe,,
KIBWE PRIMARY SCHOOL,,Mbeya,Rungwe,,
KIKUYU PRIMARY SCHOOL,,Mbeya,Rungwe,,
KINYANGWA PRIMARY SCHOOL,,Mbeya,Rungwe,,
KISA PRIMARY SCHOOL,,Mbeya,Rungwe,,
KISUMBA PRIMARY SCHOOL,,Mbeya,Rungwe,,
KIWIRA PRIMARY SCHOOL,,Mbeya,Rungwe,,
KYOBO PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUBEMBA PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUKATA PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUMBILA PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUPOTO PRIMARY SCHOOL,,Mbeya,Rungwe,,
LYEBE PRIMARY SCHOOL,,Mbeya,Rungwe,,
MATWEBE PRIMARY SCHOOL,,Mbeya,Rungwe,,
MBAKA PRIMARY SCHOOL,,Mbeya,Rungwe,,
MIBULA PRIMARY SCHOOL,,Mbeya,Rungwe,,
MPELANGWASI PRIMARY SCHOOL,,Mbeya,Rungwe,,
NDITU PRIMARY SCHOOL,,Mbeya,Rungwe,,
NJIKULA PRIMARY SCHOOL,,Mbeya,Rungwe,,
NSONGWA PRIMARY SCHOOL,,Mbeya,Rungwe,,
RUNGWE PRIMARY SCHOOL,,Mbeya,Rungwe,,
SONGWE PRIMARY SCHOOL,,Mbeya,Rungwe,,
TUKUYU PRIMARY SCHOOL,,Mbeya,Rungwe,,
BUGOBA PRIMARY SCHOOL,,Mbeya,Rungwe,,
BULONGWE PRIMARY SCHOOL,,Mbeya,Rungwe,,
BUNYANGOMALE PRIMARY SCHOOL,,Mbeya,Rungwe,,
CHUO-MAGEREZA PRIMARY SCHOOL,,Mbeya,Rungwe,,
IBIGI PRIMARY SCHOOL,,Mbeya,Rungwe,,
IBULA PRIMARY SCHOOL,,Mbeya,Rungwe,,
IBUTU PRIMARY SCHOOL,,Mbeya,Rungwe,,
IKUKISYA PRIMARY SCHOOL,,Mbeya,Rungwe,,
ILENGE PRIMARY SCHOOL,,Mbeya,Rungwe,,
ILULWE PRIMARY SCHOOL,,Mbeya,Rungwe,,
ISHINGA PRIMARY SCHOOL,,Mbeya,Rungwe,,
ISUMBA PRIMARY SCHOOL,,Mbeya,Rungwe,,
ITIKI PRIMARY SCHOOL,,Mbeya,Rungwe,,
KAKALA PRIMARY SCHOOL,,Mbeya,Rungwe,,
KATABE PRIMARY SCHOOL,,Mbeya,Rungwe,,
KATUSYO PRIMARY SCHOOL,,Mbeya,Rungwe,,
KIBISI PRIMARY SCHOOL,,Mbeya,Rungwe,,
KIGUGU PRIMARY SCHOOL,,Mbeya,Rungwe,,
KINYIKA PRIMARY SCHOOL,,Mbeya,Rungwe,,
KISINDILE PRIMARY SCHOOL,,Mbeya,Rungwe,,
KITOPE PRIMARY SCHOOL,,Mbeya,Rungwe,,
KYAMBAMBEMBE PRIMARY SCHOOL,,Mbeya,Rungwe,,
KYOSA PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUBWE PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUKINGI PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUPALE PRIMARY SCHOOL,,Mbeya,Rungwe,,
LUTENGANO-'N' PRIMARY SCHOOL,,Mbeya,Rungwe,,
LYENJE PRIMARY SCHOOL,,Mbeya,Rungwe,,
MAJOMBO PRIMARY SCHOOL,,Mbeya,Rungwe,,
MATWELI PRIMARY SCHOOL,,Mbeya,Rungwe,,
MBEYE-I PRIMARY SCHOOL,,Mbeya,Rungwe,,
MPUGUSO PRIMARY SCHOOL,,Mbeya,Rungwe,,
MWANKENJA PRIMARY SCHOOL,,Mbeya,Rungwe,,
NGUBATI PRIMARY SCHOOL,,Mbeya,Rungwe,,
NSYASYA PRIMARY SCHOOL,,Mbeya,Rungwe,,
